complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,defect
69,1548,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
48,3110,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
29,1712,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
68,1525,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
68,1525,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
68,1525,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
48,3109,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
74,1795,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
74,1795,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
69,1539,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
69,1539,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
69,1539,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
48,3144,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
88,1867,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
88,1867,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
88,1867,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1867,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1867,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1867,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1867,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
88,1867,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1867,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1867,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1867,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
88,1867,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
10,851,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
88,1870,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
88,1870,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
88,1870,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1870,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1870,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1870,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1870,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
88,1870,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1870,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1870,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1870,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
88,1870,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
148,2598,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
50,3161,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
148,2599,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
88,1875,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
88,1875,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
88,1875,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1875,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1875,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1875,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1875,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
88,1875,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1875,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1875,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1875,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
88,1875,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
88,1881,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
88,1881,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
88,1881,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1881,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1881,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1881,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1881,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
88,1881,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1881,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1881,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1881,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
88,1881,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
148,2605,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,1
4,111,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
4,111,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,1
49,689,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
74,1799,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
74,1799,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
4,202,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
29,1712,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
92,1971,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,0
92,1971,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,0
92,1971,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1971,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1971,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1971,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1971,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,0
92,1971,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1971,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1971,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1971,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,0
92,1971,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,0
92,1991,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,0
92,1991,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,0
92,1991,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1991,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1991,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1991,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1991,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,0
92,1991,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1991,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1991,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1991,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,0
92,1991,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,0
92,1995,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,0
92,1995,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,0
92,1995,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1995,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1995,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1995,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1995,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,0
92,1995,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1995,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1995,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1995,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,0
92,1995,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,0
93,1999,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,0
93,1999,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,0
93,1999,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1999,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1999,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1999,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1999,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,0
93,1999,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1999,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1999,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1999,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,0
93,1999,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,0
94,2025,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,0
94,2025,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,0
94,2025,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,0
94,2025,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2025,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,0
94,2025,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,0
74,1803,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
74,1803,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
146,2579,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
41,1388,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,0
154,2728,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
54,751,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
30,1793,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
52,722,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
6,265,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,0
6,265,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,0
4,225,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,0
154,2732,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
13,259,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,0
12,243,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,0
31,1899,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
152,2711,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
148,2629,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
59,833,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
48,3132,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
74,1813,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
74,1813,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
74,1815,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
74,1815,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
157,2724,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
32,1923,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
59,840,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
95,2040,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,0
95,2040,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,0
95,2040,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2040,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2040,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2040,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2040,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,0
95,2040,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2040,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2040,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2040,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,0
95,2040,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,0
62,1372,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,0
62,1372,421,273,302,44,34,57,465,17,81,59,107,98,166,583,1098,11,12329,684,0,0
1,70,13,10,10,0,0,3,13,1,2,1,2,3,3,2,4,0,2,0,0,1
16,823,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
157,2724,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,1
67,1507,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
67,1507,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
67,1507,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
47,906,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
47,3118,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
48,1730,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
2,50,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
2,50,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
2,50,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
2,50,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
2,50,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
47,906,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
48,908,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
48,1730,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
49,934,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
48,1742,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
157,2702,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
3,79,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
3,79,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,0
5,262,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
41,1405,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,0
22,535,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,1
22,535,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,1
84,1873,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,1
62,1415,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,1
62,1415,421,273,302,44,34,57,465,17,81,59,107,98,166,583,1098,11,12329,684,0,1
13,518,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,1
88,3213,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,1
46,1526,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,1
102,2207,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
102,2207,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
102,2207,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2207,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2207,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2207,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2207,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
102,2207,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2207,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2207,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2207,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
102,2207,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
17,841,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
5,104,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
114,2015,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,1
6,254,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,1
6,254,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,1
58,1278,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
58,1278,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
58,1278,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
26,384,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,1
61,1388,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
61,1388,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
13,1034,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
33,845,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
33,845,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,1
48,883,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
32,1506,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
4,225,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,1
58,3609,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
3,185,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
31,1367,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
1,76,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,1
1,76,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,1
6,596,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,1
6,596,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,1
32,1379,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
32,1517,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,0
21,1028,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,1
21,1028,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,1
84,1873,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,0
1,485,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,1
1,485,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,1
1,487,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,0
1,487,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,0
9,213,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,0
25,429,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,0
35,1582,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,0
60,1308,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
60,1308,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
60,1308,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
59,3677,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
68,1461,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
68,1461,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
68,1461,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
60,3777,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
1,487,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,1
1,487,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,1
68,1469,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
68,1469,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
68,1469,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
60,3773,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
116,2055,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,1
68,1487,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
68,1487,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
68,1487,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
60,3776,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
142,2436,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,1
12,1018,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
32,832,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
32,832,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,1
35,1582,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
58,3584,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
33,1436,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
88,2029,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
88,2029,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
88,2029,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2029,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2029,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2029,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2029,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
88,2029,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2029,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2029,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2029,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
88,2029,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
2,98,13,10,10,0,0,3,13,1,2,1,2,3,3,2,4,0,2,0,0,1
